,System size,Number of targets,Error (10 steps),Error (20 steps)
41,8.0,2.0,0.12066026211784439,0.11539881394644595
42,9.0,2.0,0.3080819661370657,0.2622460289536357
43,9.0,2.0,0.3911609743197385,0.008562424621613636
44,9.0,2.0,0.19945444740783705,0.2609421480356453
45,10.0,2.0,0.3718419589840152,0.25849908382387365
46,10.0,2.0,0.1012455722158228,0.07301355396282817
47,10.0,2.0,0.2894246043269589,0.28377203728313005
48,10.0,2.0,0.22305086907269386,0.21811433001788283
49,11.0,2.0,0.3643029586918516,0.35004097948909774
50,11.0,2.0,0.08321904049933904,0.07812304207467442
51,11.0,2.0,0.7198937161120034,0.7310392035736459
52,11.0,2.0,0.1008175382818414,0.0860168635613349
53,12.0,2.0,0.3779703530273904,0.3482766771961212
54,12.0,2.0,0.3874941955057968,0.40037193925521786
55,12.0,2.0,0.3487197771632663,0.3521905735559401
56,12.0,2.0,0.24818687403372403,0.02063843491052598
57,6.0,3.0,0.040491406876406545,0.03714456945424937
58,6.0,3.0,0.14806491170783645,0.14211149490076744
59,6.0,3.0,0.07764909415541885,0.0608498031350334
60,6.0,3.0,0.8323677824424601,0.8284524759099853
61,7.0,3.0,0.2376786274695795,0.19614192270851497
62,7.0,3.0,0.1328193921356018,0.12996604649467772
63,7.0,3.0,0.19399685795820307,0.06503443197422348
64,7.0,3.0,0.0551890868560995,0.05588162813499616
65,8.0,3.0,0.2479481816878785,1.4032650097476227
66,8.0,3.0,1.7927441878540364,1.3116784642819563
67,8.0,3.0,0.08234778857829768,0.07948935045301132
68,9.0,3.0,0.2907833230247063,0.26274145035859253
69,9.0,3.0,0.08158105339429762,0.07681707241224497
70,9.0,3.0,0.03423725055702956,0.02271654836637768
71,10.0,3.0,0.34924723618514414,0.38614486849495283
72,10.0,3.0,0.18605292797259043,0.023275347466531204
73,10.0,3.0,0.06431929307396285,0.05298578686536595
74,10.0,3.0,0.2702876995459784,0.16525667232646077
75,11.0,3.0,0.17930411054994802,0.17305243518832344
76,11.0,3.0,0.3255197957307277,0.3479441088318249
77,11.0,3.0,0.6973813255900456,0.22935896374121093
78,11.0,3.0,0.18161615304941728,0.2002731108872695
79,12.0,3.0,0.6492215901185299,1.2702391469631824
80,12.0,3.0,0.27807494212904876,0.27032808374448775
81,12.0,3.0,0.4481046267008885,0.1825598880154794
82,12.0,3.0,0.3352948818295604,0.3244653417429513
83,12.0,3.0,0.21943905286484341,0.2368558557879089
84,6.0,4.0,0.13235217039838293,0.050870352079900386
85,6.0,4.0,0.1129325987634424,0.11677832629441244
86,7.0,4.0,0.15915602403746698,0.11107432316781174
87,7.0,4.0,0.05486671052466846,0.051165960002650196
88,8.0,4.0,0.2481293361819195,0.20763066831846044
89,8.0,4.0,0.039574062489207536,0.03323496638237217
90,8.0,4.0,0.08221955019051644,0.04756661131907186
91,9.0,4.0,0.11371646446521783,0.13618089844098386
92,10.0,4.0,0.15472487631538734,0.04358061974909769
93,10.0,4.0,0.3141311845514428,0.27416336752846915
94,11.0,4.0,0.3331281359781551,0.42174142073941445
95,11.0,4.0,0.04137177237761671,0.04154802065358501
96,12.0,4.0,0.4151471910472691,0.7357690852493219
97,12.0,4.0,0.23606718738723476,0.10474449350560261
98,12.0,4.0,0.2471276629899401,0.2413193929395138
99,12.0,4.0,0.2963306730451032,0.27806136638016576
100,12.0,4.0,0.31729058951034916,0.2161611308994906
101,6.0,5.0,0.48197881079806243,0.4839517746223846
102,6.0,5.0,0.18793224797437144,0.15360759497374596
103,6.0,5.0,0.39372815022658897,0.36545983752554567
104,7.0,5.0,0.14231943477434264,0.12166359022232327
105,7.0,5.0,0.7330350126929075,0.7635615753930685
106,7.0,5.0,0.0686780846988575,0.05698379820412628
107,8.0,5.0,0.19917589089629745,0.4614213519606201
108,8.0,5.0,0.2393530842618182,0.4233276198415833
109,9.0,5.0,0.2509478488336404,0.2079757056615381
110,9.0,5.0,0.28785815954946187,0.29301148817086853
111,10.0,5.0,0.528885441157364,0.4930794366486585
112,10.0,5.0,0.3828088411652781,0.5482114281931341
113,10.0,5.0,0.24813388122560243,0.19095959735558518
114,11.0,5.0,0.16917275301314005,0.15237523392468863
115,11.0,5.0,0.13745819660568243,0.19401106084767555
116,12.0,5.0,0.22027011841936708,0.19936872558078614
117,12.0,5.0,0.29990222092459595,0.3070709610784297
118,12.0,5.0,0.1590451927761785,0.17006613929908287
119,6.0,6.0,0.05342053905579022,0.054501496415868995
120,7.0,6.0,0.18986214548750527,0.11847282884193706
121,7.0,6.0,0.1765856564883478,0.2595443252599184
122,8.0,6.0,0.23529884041628094,0.42643365544188655
123,8.0,6.0,0.6392743890151681,0.8055044791785927
124,9.0,6.0,0.24881118682950576,0.23030945200345054
125,10.0,6.0,0.13988516905060952,0.11963521837219031
126,11.0,6.0,0.2021765999107965,0.0980888548692428
127,11.0,6.0,0.2538185019382741,0.21642445434412824
128,7.0,7.0,0.12752794867958808,0.10206729171679464
129,7.0,7.0,0.1900512935797805,0.19985918198945413
130,9.0,7.0,0.10086009365223762,0.09365212359174305
131,10.0,7.0,0.1654962600135801,0.18729051755727566
132,10.0,7.0,0.2132251690395582,0.3315989641481263
133,10.0,7.0,0.20361601435589444,0.19670567454579965
134,12.0,7.0,7.835321317307492,0.3937074631143479
135,12.0,7.0,0.13573827119784532,0.10818633994327864
136,7.0,8.0,0.19461929209610895,0.2298677682764333
137,8.0,8.0,0.33165224740833565,0.4224703629599041
138,8.0,8.0,0.12924420235084538,0.16017988267407085
139,11.0,8.0,0.33176866077687145,0.6721234795907104
140,11.0,8.0,0.1954320672013871,0.2293926738744707
141,11.0,8.0,0.11669361977773952,0.09452921195899555
142,12.0,8.0,0.15773016474063334,0.11366469890660753
143,12.0,8.0,0.26552008966186946,0.28205016377374725
